,batch,epochs,lr,out_loss_per_epoch,out_accuracy_val_set
22,500,100,0.1,"[25.196117, 25.420279, 25.276384, 25.546656, 30.17253, 26.13078, 16.14611, 16.177786, 16.132656, 16.147224, 16.175982, 16.178923, 16.160872, 16.206724, 16.149376, 16.084564, 16.155596, 16.131123, 16.120945, 16.157236, 16.141914, 16.191025, 16.177214, 16.191977, 16.20355, 16.140917, 16.156641, 16.185629, 16.204563, 16.190268, 16.202843, 16.135138, 16.113476, 16.158884, 16.158384, 16.179222, 16.168278, 16.139183, 16.163328, 15.760622, 15.760638, 15.750306, 15.847119, 15.790758, 15.774456, 15.766991, 15.766009, 15.768805, 50.864338, 56.647713, 52.25244, 51.444416, 46.453503, 46.405605, 46.25252, 46.745564, 46.533733, 46.610374, 46.408638, 45.95059, 46.258747, 46.235313, 46.193417, 46.197258, 46.487755, 46.168545, 46.353836, 46.27409, 45.89729, 45.818623, 45.772495, 45.560177, 45.366993, 50.771156, 83.470604, 83.36188, 83.35149, 83.05859, 83.180275, 83.11726, 83.19727, 83.11476, 83.2262, 83.097015, 83.21539, 83.156715, 83.14919, 83.1595, 83.14079, 83.11939, 83.20224, 83.192986, 83.143906, 83.11459, 83.18956, 83.16151, 83.150024, 83.0691, 83.18797, 83.17409]",0.9650571428571428
23,500,100,0.2,"[15.0585, 14.965203, 14.965205, 14.964495, 14.96522, 14.964497, 14.96593, 14.965918, 14.965916, 14.965939, 14.963785, 14.965203, 14.965916, 14.965203, 14.9652195, 14.965916, 14.965916, 14.965916, 14.965203, 14.965916, 14.964516, 14.965916, 14.965203, 14.966645, 14.965224, 14.965203, 14.965928, 14.965918, 14.966628, 14.965916, 14.965916, 14.965916, 14.965203, 14.965203, 14.965203, 14.965916, 14.966628, 14.965203, 14.965916, 14.965916, 14.965203, 14.965203, 14.965205, 14.965203, 14.965203, 14.965916, 14.965916, 14.965245, 14.965916, 14.964499, 14.965916, 14.965916, 14.965916, 14.965205, 14.965203, 14.965203, 14.965203, 14.965203, 14.965203, 14.965203, 14.965205, 14.965916, 14.965203, 14.965916, 14.965916, 14.965203, 14.965916, 14.965916, 14.965203, 14.965916, 14.965916, 14.965916, 14.965203, 14.965203, 14.965203, 14.965203, 14.965259, 14.965205, 14.965203, 14.966628, 14.965205, 14.965203, 14.965203, 14.965235, 14.965916, 14.965916, 14.965218, 14.967339, 14.965916, 14.965916, 14.964493, 14.965203, 14.964493, 14.965203, 14.965203, 14.965203, 14.964493, 14.965203, 14.965916, 14.965203]",2.857142857142857e-05
24,100,100,0.001,"[18.930868, 17.815954, 16.751724, 16.220875, 15.437786, 14.6848545, 15.0509205, 15.8023, 17.042215, 16.49829, 16.443691, 16.605251, 16.077377, 17.32545, 16.761019, 17.467693, 16.50102, 16.594822, 16.614178, 15.937816, 17.097937, 16.89789, 18.392616, 18.345884, 18.72623, 19.577852, 19.30812, 20.332994, 19.948599, 20.211039, 20.75662, 21.183357, 21.554638, 22.547304, 22.814861, 22.100624, 21.070793, 20.49807, 20.682486, 21.157232, 21.23964, 21.639091, 23.371056, 22.11831, 21.761948, 21.765627, 21.772541, 22.098972, 22.96784, 21.542774, 22.781868, 21.384165, 19.876308, 20.475994, 21.257462, 21.236626, 21.596916, 20.933737, 21.091265, 21.253614, 21.352228, 22.56046, 22.586197, 22.16921, 22.204515, 21.459131, 20.705353, 20.799591, 21.787918, 21.859037, 21.615713, 21.916397, 22.199566, 21.648808, 22.391743, 23.81591, 22.671162, 20.653133, 19.088007, 19.290571, 19.805923, 20.384651, 21.105667, 20.427214, 20.482037, 20.544096, 20.70995, 21.560215, 21.081577, 19.994194, 19.266161, 18.993776, 19.192947, 19.134295, 19.858433, 19.369793, 19.77326, 19.849562, 19.607368, 19.437302]",0.25642857142857145
25,100,100,0.005,"[15.430995, 14.786674, 15.032065, 18.34267, 19.159416, 15.515573, 14.8990345, 15.006214, 14.9424305, 14.739095, 17.953564, 15.295337, 12.453142, 13.234569, 13.4528885, 13.362969, 12.969348, 13.024708, 10.240153, 8.53146, 8.078602, 8.684673, 9.214421, 9.114257, 7.1221147, 6.648421, 6.1659865, 5.30271, 4.9634547, 7.2129993, 10.623566, 8.248935, 3.2560647, 2.876155, 1.9665781, 2.1648343, 3.0791764, 3.168023, 4.6258235, 6.38153, 5.678543, 4.576876, 3.1123, 1.8471415, 1.2457309, 1.2218465, 1.8840452, 1.3594323, 1.3203309, 1.4010316, 1.4070826, 1.5087045, 1.5101193, 1.8638881, 1.3511978, 1.3891158, 1.1355332, 1.0631099, 1.1048887, 1.0844957, 1.1074483, 1.1746073, 1.155761, 1.190132, 1.3417348, 2.3131843, 6.6953797, 2.5214088, 2.2725163, 2.228742, 2.1602814, 2.1680152, 2.106361, 2.180857, 2.19638, 2.2847862, 3.85054, 3.5674222, 3.5344718, 4.392317, 5.4123363, 5.360442, 3.964087, 3.6442013, 3.5273204, 3.6668003, 4.02682, 7.909495, 3.6724315, 1.8055696, 1.4310012, 1.1776919, 1.1636822, 1.1199493, 1.1455822, 1.0775409, 1.0739021, 1.0877799, 1.560653, 0.7943677]",0.9801428571428571
26,100,100,0.01,"[16.05729, 15.304721, 12.404472, 8.048222, 2.944122, 2.4166927, 2.0367527, 3.5959723, 7.3767195, 7.1928306, 6.014736, 2.1709197, 2.3285134, 1.6028168, 1.569177, 2.9233336, 3.6328673, 3.2169485, 6.156006, 4.5965266, 2.2175355, 1.5558581, 1.5402688, 1.5321763, 2.460949, 2.4640105, 2.5005753, 2.5000687, 2.4982412, 2.4498394, 2.4130664, 2.3423536, 2.8375556, 3.2979176, 3.2894502, 1.7902544, 1.5264711, 2.2715318, 2.6563535, 2.7817724, 2.666258, 2.4197557, 1.8996222, 2.6323378, 4.265773, 7.3929586, 9.088716, 9.267896, 9.31647, 9.322975, 9.339138, 9.456981, 8.65614, 8.135115, 8.223587, 8.132727, 8.373613, 8.40231, 8.572236, 8.5403805, 8.592388, 8.4299755, 8.032521, 8.073849, 8.012368, 8.1602955, 8.3288355, 8.133307, 8.183081, 8.140454, 8.074608, 8.176009, 8.230607, 8.065142, 8.032263, 8.115944, 8.019345, 8.012177, 8.0448675, 8.004573, 8.020226, 8.121197, 8.008902, 8.069196, 8.016972, 8.093294, 8.63619, 9.280359, 9.77796, 9.853208, 9.801213, 9.758204, 10.554836, 10.986129, 11.005578, 10.960441, 11.058106, 11.005792, 11.098428, 11.036669]",0.2759714285714286
27,100,100,0.05,"[24.0617, 15.372424, 15.430866, 16.361546, 18.491934, 18.49917, 18.635899, 18.62514, 19.745274, 23.413286, 27.066435, 29.311485, 29.628088, 29.419065, 29.480219, 45.226513, 67.88107, 68.95305, 69.34, 67.74406, 66.25561, 66.18061, 66.69182, 66.90554, 66.97992, 66.90567, 67.010895, 67.06818, 70.61735, 80.85942, 80.88494, 80.839096, 81.01657, 80.86794, 80.84268, 80.87051, 81.01177, 81.052, 81.03637, 81.120155, 81.1893, 80.89247, 73.72999, 47.091263, 44.66994, 44.935635, 55.17555, 54.32167, 54.17863, 54.525364, 54.18995, 54.044403, 56.301533, 67.558914, 67.52067, 67.40688, 67.38325, 67.66494, 67.4858, 67.46827, 67.37116, 67.495384, 67.407745, 67.5386, 67.33722, 67.65842, 58.93829, 58.492523, 58.54979, 58.522312, 58.7418, 58.62766, 58.225826, 58.354435, 58.37578, 58.293808, 58.44251, 58.157898, 58.370983, 59.62273, 62.200855, 62.768356, 60.594975, 36.51157, 36.47616, 36.582382, 37.054947, 37.65243, 37.513874, 37.381004, 36.133835, 36.372528, 36.253265, 36.174965, 36.049656, 34.4031, 34.012936, 34.065502, 34.234646, 34.30116]",0.26885714285714285
28,100,100,0.1,"[15.036857, 15.025427, 15.007594, 15.006266, 15.02035, 15.018235, 15.010446, 14.999074, 15.0132265, 27.493395, 49.657585, 49.582848, 49.881554, 49.809975, 49.558773, 49.80422, 49.600048, 49.732216, 49.732952, 49.725704, 49.710068, 49.8754, 15.7363, 15.157115, 15.180632, 15.146409, 15.153545, 15.15212, 15.164217, 15.162108, 15.186978, 15.135731, 15.142158, 15.194155, 15.150701, 15.15854, 15.148173, 15.194888, 14.977603, 14.970489, 14.965501, 14.9698305, 14.969065, 14.966253, 14.965495, 14.970533, 14.96763, 14.965562, 14.966271, 14.966939, 14.967703, 14.965492, 14.971952, 14.969127, 14.969084, 14.970511, 14.964858, 14.9719305, 14.971168, 14.968395, 14.969116, 14.968347, 14.971901, 14.969771, 14.966256, 14.966922, 14.967679, 14.967649, 14.972645, 14.970503, 14.969072, 14.966945, 14.9697695, 14.96629, 14.964814, 14.96344, 14.966227, 14.964095, 14.970509, 14.964146, 14.966945, 14.966945, 14.966891, 14.964865, 14.96485, 14.968347, 14.966271, 14.970457, 14.966994, 14.969785, 14.966964, 14.9661875, 14.969796, 14.9648285, 14.975513, 14.967676, 14.970481, 14.971165, 14.967692, 14.970455]",0.00017142857142857143
29,100,100,0.2,"[15.878414, 15.066142, 15.053915, 15.051705, 15.053416, 15.0595455, 15.041056, 15.065908, 15.058769, 15.052829, 15.045341, 15.070953, 15.051652, 15.054532, 15.047429, 15.060945, 15.05104, 15.067376, 15.043863, 15.059564, 15.060962, 15.052423, 15.051722, 15.041729, 15.023877, 15.013229, 15.013292, 15.023871, 15.023968, 15.009663, 15.012547, 14.999708, 15.013263, 15.018175, 15.013897, 15.02534, 15.006814, 15.012591, 15.027493, 15.021054, 15.019617, 15.014651, 15.026009, 15.001165, 15.01464, 15.027753, 14.994093, 15.016087, 15.026719, 15.01146, 14.995393, 15.001185, 14.999736, 15.011805, 15.001149, 15.00749, 14.996091, 15.013292, 14.998321, 14.993245, 15.0060625, 14.996848, 15.0054035, 15.008661, 15.006104, 15.004681, 15.002566, 15.003964, 14.996852, 14.999744, 14.996157, 15.006139, 14.998975, 15.000459, 14.998981, 15.001113, 14.992585, 14.996152, 14.998264, 15.000402, 14.998984, 15.000403, 15.001834, 15.009626, 16.374088, 16.951572, 16.869068, 16.915865, 16.919523, 16.949749, 16.997532, 16.89109, 16.94683, 16.89669, 16.99719, 16.90288, 16.94487, 16.87898, 16.970514, 17.008638]",0.02517142857142857
30,10000,500,0.001,"[36.183083, 21.32663, 21.995678, 23.43044, 23.20639, 22.667536, 22.211214, 21.332285, 20.858192, 21.219095, 22.098198, 23.103006, 24.007502, 23.951406, 23.766968, 24.053621, 24.478512, 23.687286, 23.95159, 23.84853, 23.622812, 24.350594, 24.68295, 25.751942, 25.470821, 24.813402, 24.268183, 23.666084, 23.389885, 23.12964, 23.17055, 23.324825, 23.084442, 22.981817, 22.801641, 23.209661, 23.395653, 22.870556, 22.98141, 23.017578, 22.819916, 21.496607, 21.915056, 22.22469, 22.422892, 22.52729, 22.58595, 22.38366, 21.826725, 21.939583, 22.185698, 22.21381, 22.285124, 22.224483, 22.343584, 22.557007, 22.415735, 22.290974, 22.387922, 22.25309, 22.362103, 22.603119, 22.605001, 22.42396, 22.57192, 22.619701, 22.752617, 22.969965, 22.798775, 22.734753, 22.547031, 22.749704, 22.886047, 22.97133, 22.860243, 19.222376, 18.395418, 18.57509, 18.759876, 18.540339, 20.616951, 26.536844, 27.447151, 27.614626, 27.83019, 27.982391, 27.696228, 27.839228, 27.831228, 27.636738, 27.41489, 27.499153, 27.475185, 27.406994, 27.112701, 26.853739, 26.792967, 26.755138, 26.923342, 26.695715, 26.8173, 27.04145, 27.154406, 27.128672, 27.151403, 27.10416, 27.117643, 27.003876, 26.975956, 26.95506, 26.931742, 27.089977, 26.971943, 26.800467, 26.934534, 27.082314, 27.19141, 27.016344, 26.922863, 26.944622, 27.173887, 27.13657, 27.523308, 27.332066, 27.205616, 27.319002, 27.310223, 27.51412, 27.97987, 27.79201, 27.744856, 27.648304, 27.766363, 27.851126, 28.057302, 27.806713, 27.822977, 27.61542, 27.113176, 27.334736, 27.113274, 27.419025, 27.339167, 27.447819, 27.49309, 27.243767, 27.250648, 27.478996, 27.485914, 27.28134, 27.414007, 27.421438, 27.532269, 27.601353, 27.115839, 27.379017, 27.237787, 27.277292, 27.228508, 27.368536, 27.279408, 27.654284, 27.20128, 27.393612, 27.314308, 27.507195, 27.478392, 27.356882, 27.351337, 27.43784, 27.414762, 27.590994, 27.500599, 27.447882, 27.659649, 27.634012, 27.801802, 27.873865, 27.605427, 27.425135, 27.795742, 27.620775, 27.77202, 27.54477, 27.578304, 27.49167, 27.61475, 27.620241, 27.837736, 27.875391, 28.120836, 28.067995, 27.878853, 27.865044, 28.0092, 27.891607, 27.91221, 27.998169, 28.102886, 28.041504, 28.259638, 28.068636, 28.174095, 28.134565, 28.064566, 28.161419, 27.884672, 28.046038, 28.047548, 28.153637, 28.072577, 28.12869, 28.28693, 28.113548, 28.139427, 28.17368, 28.29838, 28.299965, 28.06982, 28.246973, 28.06238, 27.888975, 27.90561, 27.72263, 27.694014, 27.675154, 27.710136, 27.842205, 28.024788, 27.637842, 27.50287, 27.171747, 27.075348, 27.015095, 25.957874, 25.545769, 25.247404, 25.014133, 25.377739, 25.359842, 25.5278, 25.660257, 25.42576, 25.30865, 25.353163, 25.378143, 25.46795, 25.294518, 25.404482, 25.471432, 25.464312, 25.029934, 25.493574, 25.073936, 24.997608, 25.443798, 25.12997, 25.160406, 25.21941, 25.063665, 25.021387, 25.162136, 24.981293, 25.094208, 25.177368, 25.07386, 25.006752, 25.465044, 25.53217, 25.586037, 25.430061, 25.447357, 25.588858, 25.585266, 25.63775, 25.459446, 25.52798, 25.664835, 25.626432, 25.7756, 25.698662, 25.640404, 25.7581, 25.736916, 25.752443, 25.637442, 25.825066, 25.723885, 25.58411, 25.53196, 25.426619, 25.599648, 25.898495, 25.639595, 25.870756, 25.532063, 25.501604, 25.782927, 25.770782, 25.763582, 25.62443, 25.829878, 25.732899, 25.722162, 26.036263, 25.913933, 25.89727, 25.876019, 24.879921, 23.123924, 22.797138, 26.364885, 27.046509, 27.255268, 27.075045, 27.32015, 27.322588, 27.090399, 26.959982, 27.285727, 27.314817, 27.159733, 27.30338, 27.403202, 27.399693, 27.2039, 27.305647, 27.356533, 27.448341, 27.249735, 27.383862, 27.449934, 27.344713, 27.383419, 27.136147, 27.621893, 27.566479, 27.15231, 24.876453, 23.848482, 23.688887, 23.65833, 23.67338, 23.684563, 23.896126, 24.141562, 23.932756, 23.85514, 23.849113, 23.901623, 22.906172, 19.606157, 18.74804, 18.491808, 18.40972, 18.24978, 18.280384, 18.074373, 18.25177, 18.196894, 18.334917, 18.474682, 18.56048, 18.777363, 19.00425, 18.79418, 18.911512, 18.948658, 19.19733, 18.909346, 18.865198, 19.358599, 18.895092, 19.19836, 19.377127, 19.311085, 18.905142, 18.882612, 18.977062, 18.78741, 18.769102, 19.053694, 19.320929, 19.192091, 19.349361, 19.246151, 19.148888, 19.092766, 19.115927, 19.332548, 19.647453, 19.609417, 19.429007, 19.453901, 19.600933, 19.367731, 19.708458, 19.441616, 19.491617, 19.51304, 19.502775, 19.652735, 19.494837, 19.71851, 19.587141, 19.822529, 19.830984, 19.501925, 19.929798, 19.856466, 19.948212, 19.218142, 19.72516, 19.76607, 20.058165, 19.873205, 19.938028, 19.726896, 19.97392, 19.84497, 20.030428, 19.686815, 19.568306, 20.047937, 19.748251, 19.899958, 19.96085, 19.849579, 19.583868, 20.206173, 20.101707, 20.014513, 19.89579, 19.949152, 20.121773, 20.21539, 19.939669, 20.32135, 19.799795, 20.13362, 20.182425, 20.386356, 20.329323, 20.401253, 17.27609, 14.678864, 14.463363, 14.462185, 14.462589, 14.380524, 14.474128, 14.597467, 14.671897, 14.568407, 14.568747, 14.389779, 14.599613, 14.693163, 14.515954, 14.654709, 14.642538, 14.68968, 14.661869, 14.68207, 14.590495, 14.597795, 14.734266, 14.71, 14.656269, 14.665159, 14.762289, 14.771457, 14.7209425, 14.74942, 14.7630005, 14.682751, 14.724073, 14.765192, 14.796748, 14.828428, 14.8362255, 14.707591, 14.878725, 14.8229, 14.652084, 14.957708, 14.895849, 14.875629, 14.951619, 14.825613, 14.994042, 15.061619, 14.91381, 14.837226, 15.157472, 15.146031, 14.969253, 14.867857, 14.93089, 15.071414]",0.08585714285714285
31,10000,500,0.005,"[19.856909, 18.384329, 19.552, 20.375721, 19.320826, 19.866693, 19.61136, 18.110388, 19.2142, 18.304054, 17.513283, 17.60855, 18.781643, 19.255833, 19.089046, 18.826239, 18.189112, 18.05025, 18.06663, 17.84032, 17.729378, 17.486246, 17.275745, 17.099546, 17.074602, 17.440365, 17.464933, 17.735113, 17.389093, 17.40725, 17.202972, 17.03382, 16.6079, 16.325361, 16.230034, 16.254625, 16.143572, 16.406544, 16.476515, 17.134502, 16.9754, 17.219297, 16.880821, 16.735651, 16.98717, 17.385742, 17.579338, 17.274443, 16.899103, 16.742529, 17.165567, 16.237543, 14.815645, 11.740266, 10.906317, 9.787633, 10.156233, 9.768983, 9.5460825, 9.764031, 7.447715, 6.058393, 5.717652, 5.48605, 6.045535, 4.81556, 4.342277, 4.3361106, 4.8394723, 5.4623404, 6.358296, 7.1410956, 6.211525, 5.883412, 4.4835095, 4.6889663, 4.5885496, 4.5324655, 4.3346066, 4.5698247, 4.736748, 4.815543, 4.6833844, 4.9763036, 4.5897427, 4.2924085, 3.9829543, 3.9992166, 5.2462473, 4.905291, 4.4096985, 4.180203, 3.949078, 3.8474557, 3.8564682, 4.1137533, 5.420482, 5.832808, 5.5908933, 5.4925337, 5.5237284, 5.25715, 4.3220487, 3.5411265, 3.2014265, 3.3097718, 3.1073854, 2.526651, 2.5205557, 2.765798, 2.8033893, 2.5460892, 2.5024197, 2.5063646, 2.345437, 2.5237129, 2.488845, 2.3201401, 2.4774826, 2.173656, 2.792684, 3.0442264, 2.8674593, 2.874203, 2.7692645, 3.0387366, 2.8203495, 2.5620046, 2.6725552, 2.6076872, 2.7779543, 2.7628205, 2.8606966, 2.867724, 3.0205011, 3.0201492, 3.0999744, 2.9705482, 3.0043948, 2.748327, 2.846121, 2.8928578, 2.7406924, 2.902429, 2.9947858, 3.2732842, 3.161911, 3.1865888, 3.2941368, 3.2755685, 3.2217891, 3.0233526, 2.916337, 2.6879427, 2.7515752, 2.735039, 2.7390854, 2.5964544, 2.7343936, 2.5989718, 2.7750337, 2.9314194, 2.9793005, 2.9339747, 2.9430122, 2.9497256, 3.045746, 3.4609785, 3.5950072, 3.9753718, 4.276037, 6.674588, 7.3835936, 7.560926, 7.5803285, 7.5446134, 7.5341415, 7.3195796, 5.185669, 4.70214, 4.7112584, 4.8515477, 4.8819027, 4.8480425, 4.951615, 5.124685, 4.84193, 4.9237814, 5.5327287, 5.508156, 5.5934734, 5.919841, 5.8440404, 5.566636, 5.8378115, 5.9893284, 6.263471, 6.1195297, 6.1847196, 5.5396366, 4.2106686, 3.4705691, 3.4260473, 3.3125508, 3.3609385, 3.4407618, 3.732479, 4.0530505, 4.2448983, 4.3366795, 4.294024, 4.2455697, 3.4823725, 3.7287529, 3.7602534, 3.7750556, 3.8787599, 3.9308493, 3.7310054, 4.166577, 4.1329417, 4.09532, 4.109678, 3.835369, 3.854745, 4.0733304, 4.158751, 4.2527347, 4.302922, 4.4033494, 4.372938, 4.47809, 4.6251493, 4.740293, 4.7283654, 4.735318, 4.728486, 5.055589, 5.4723063, 5.7147794, 6.1118574, 5.56528, 5.7969527, 6.620759, 4.7994223, 5.2161837, 5.609718, 5.942856, 6.108046, 5.9296556, 5.988164, 6.0595813, 5.929438, 6.052996, 6.2894735, 6.4375544, 6.551305, 6.717621, 6.74293, 7.085551, 7.453322, 8.023098, 8.767421, 9.97698, 6.804561, 6.88722, 6.1585083, 5.6139817, 5.5429735, 5.457513, 5.5520205, 5.833943, 5.681723, 6.0465636, 5.949594, 5.6511264, 5.7085752, 5.69568, 5.6352067, 5.524051, 5.6196, 5.955019, 5.8404217, 5.85461, 5.9211755, 6.2837286, 6.558818, 5.941506, 5.6088758, 4.906598, 5.9392843, 5.768403, 4.4175563, 3.6053782, 3.7121785, 3.4692836, 3.617943, 3.621825, 4.066766, 4.0984745, 4.215679, 4.1073203, 4.1015916, 4.371223, 5.233314, 6.0902896, 6.2709002, 6.0083942, 5.831773, 5.7449937, 5.694938, 5.8772516, 6.095706, 6.372994, 6.4707923, 6.7318625, 6.7054415, 6.7200065, 6.69378, 6.7397914, 6.6555414, 6.721976, 6.4993796, 6.5827236, 6.5988474, 6.614799, 6.550653, 5.8925815, 5.8665295, 5.8093667, 5.893539, 6.0743084, 6.2342253, 6.0958915, 6.110536, 6.256658, 6.2748785, 6.1689806, 6.308238, 6.377753, 6.497451, 6.2935305, 6.326722, 6.375246, 6.259707, 6.48079, 6.3448944, 6.158442, 6.39521, 6.2434254, 6.32226, 6.429752, 6.3832245, 6.24177, 5.973836, 4.9584765, 3.3872066, 3.103458, 3.2021093, 2.9644353, 2.9753952, 2.9700155, 3.0339036, 3.053763, 3.0662758, 3.0325916, 3.0049033, 3.1017697, 3.0806441, 3.2864442, 3.3036537, 3.366962, 3.396384, 3.455517, 3.495354, 3.4622333, 3.5385244, 3.4815495, 3.6275146, 3.6561158, 3.7139025, 3.7007391, 3.7570758, 3.9047573, 3.7788596, 3.671723, 3.7201772, 3.7153885, 3.767576, 3.4984198, 3.2250896, 3.2296991, 3.3631635, 3.2364657, 3.1935027, 3.1695154, 3.2870586, 3.2337875, 3.2915893, 3.328302, 3.4506056, 3.4847274, 3.3674502, 3.4237893, 3.4924245, 3.590911, 3.4618258, 3.7051542, 4.5240636, 4.5427, 4.6952114, 4.6813464, 4.2666116, 3.5821707, 3.5891175, 4.1489115, 4.4540973, 4.330688, 4.597566, 4.53758, 4.6785564, 4.9712405, 4.798411, 5.2922006, 6.0020876, 5.068546, 5.0651402, 5.108559, 6.6434336, 7.7440586, 7.824659, 7.8027616, 7.9151335, 8.041011, 8.079976, 8.272946, 7.6464715, 7.3137965, 6.6568766, 6.679406, 6.6984386, 6.462995, 6.6512036, 6.780109, 6.7053127, 6.861493, 6.838797, 7.3172197, 6.867108, 6.576739, 6.862795, 7.544871, 7.789005, 7.6690693, 7.486795, 7.335387, 7.2334714, 7.125524, 7.3077536, 5.834906, 5.68467, 5.9512014, 5.804685, 5.762032, 5.3357024, 5.2634935, 5.6696177, 6.0232096, 6.068818, 6.03781, 6.215383, 6.2564697, 6.3735194, 6.382417, 6.4014697, 6.314659, 6.327845, 6.236464, 6.0933022, 6.0986, 6.156583, 5.962835, 6.267519, 6.152266, 5.9832783, 6.0185885, 6.138926, 6.3650537, 6.2971554, 6.1655974, 6.2439275, 6.2752056, 6.445817, 6.4921365, 6.4992566, 6.395534, 6.336292, 6.5974045, 6.068045, 5.6520047]",0.6992571428571429
